Age,Gender,Item Purchased,Category,Season,Review Rating,cluster
55,Male,Skirt,Clothing,Fall,2.6,3
30,Male,Hat,Accessories,Fall,4.0,1
67,Male,Backpack,Accessories,Winter,4.2,0
25,Male,Sunglasses,Accessories,Spring,4.5,1
49,Male,Belt,Accessories,Summer,4.9,3
34,Male,Jewelry,Accessories,Spring,3.1,2
22,Male,Sneakers,Footwear,Winter,4.0,1
63,Male,T-shirt,Clothing,Fall,3.2,0
70,Male,Handbag,Accessories,Spring,4.3,0
36,Male,Hat,Accessories,Fall,2.5,2
42,Male,Sweater,Clothing,Spring,4.9,2
27,Male,Sandals,Footwear,Summer,2.7,1
23,Male,Scarf,Accessories,Winter,3.4,1
50,Male,Shirt,Clothing,Spring,4.8,3
56,Male,Gloves,Accessories,Winter,4.7,3
37,Male,Hoodie,Clothing,Winter,4.7,2
67,Male,Jewelry,Accessories,Summer,3.9,0
67,Male,Shirt,Clothing,Spring,3.7,0
50,Male,Hoodie,Clothing,Spring,4.3,3
36,Male,Shoes,Footwear,Winter,4.1,2
62,Male,T-shirt,Clothing,Summer,4.6,0
65,Male,Skirt,Clothing,Winter,3.6,0
23,Male,Handbag,Accessories,Summer,4.8,1
46,Male,Shirt,Clothing,Winter,2.8,3
18,Male,Pants,Clothing,Summer,4.7,1
58,Male,Coat,Outerwear,Spring,3.9,0
31,Male,Jeans,Clothing,Winter,2.6,1
39,Male,Gloves,Accessories,Winter,4.7,2
69,Male,T-shirt,Clothing,Spring,3.5,0
68,Male,Boots,Footwear,Winter,4.4,0
41,Male,Jeans,Clothing,Fall,4.4,2
31,Male,Sneakers,Footwear,Summer,3.0,1
48,Male,Sneakers,Footwear,Summer,4.2,3
59,Male,Hat,Accessories,Winter,4.3,0
34,Male,Pants,Clothing,Spring,2.6,2
21,Male,Jewelry,Accessories,Spring,3.3,1
29,Male,Jewelry,Accessories,Winter,2.7,1
41,Male,Blouse,Clothing,Spring,4.2,2
62,Male,Handbag,Accessories,Fall,4.0,0
27,Male,Shirt,Clothing,Summer,4.0,1
49,Male,Dress,Clothing,Spring,2.9,3
67,Male,T-shirt,Clothing,Fall,2.6,0
20,Male,Shoes,Footwear,Summer,4.8,1
37,Male,Belt,Accessories,Fall,4.4,2
69,Male,Belt,Accessories,Summer,4.0,0
66,Male,Handbag,Accessories,Fall,3.6,0
37,Male,Scarf,Accessories,Summer,3.2,2
63,Male,Shorts,Clothing,Fall,3.1,0
47,Male,Sandals,Footwear,Winter,4.2,3
26,Male,Pants,Clothing,Summer,3.0,1
68,Male,Dress,Clothing,Winter,4.2,0
51,Male,T-shirt,Clothing,Winter,2.9,3
48,Male,Dress,Clothing,Winter,3.7,3
60,Male,Socks,Clothing,Summer,3.6,0
68,Male,Scarf,Accessories,Summer,3.6,0
25,Male,Backpack,Accessories,Fall,4.5,1
57,Male,Skirt,Clothing,Spring,3.2,3
41,Male,Socks,Clothing,Spring,3.9,2
59,Male,Coat,Outerwear,Spring,4.6,0
44,Male,Jewelry,Accessories,Winter,2.5,2
42,Male,Backpack,Accessories,Winter,4.3,2
35,Male,Belt,Accessories,Spring,4.1,2
36,Male,Dress,Clothing,Winter,4.6,2
54,Male,Skirt,Clothing,Spring,4.8,3
37,Male,Dress,Clothing,Spring,4.9,2
20,Male,T-shirt,Clothing,Summer,2.8,1
23,Male,Skirt,Clothing,Spring,4.9,1
61,Male,Shorts,Clothing,Summer,3.5,0
37,Male,Jewelry,Accessories,Spring,3.8,2
23,Male,Pants,Clothing,Spring,4.5,1
63,Male,Belt,Accessories,Fall,3.4,0
47,Male,Jeans,Clothing,Spring,3.9,3
63,Male,Jeans,Clothing,Summer,4.1,0
56,Male,Hat,Accessories,Fall,3.0,3
68,Male,Blouse,Clothing,Summer,3.3,0
64,Male,Shirt,Clothing,Summer,4.9,0
62,Male,Shirt,Clothing,Winter,4.3,0
34,Male,T-shirt,Clothing,Winter,4.1,2
49,Male,Coat,Outerwear,Summer,4.0,3
40,Male,Jacket,Outerwear,Fall,5.0,2
50,Male,Hoodie,Clothing,Winter,3.1,3
25,Male,Scarf,Accessories,Winter,4.0,1
30,Male,Belt,Accessories,Winter,3.2,1
54,Male,Sneakers,Footwear,Fall,3.9,3
40,Male,Socks,Clothing,Summer,3.9,2
49,Male,Sandals,Footwear,Fall,4.5,3
27,Male,Coat,Outerwear,Winter,4.4,1
27,Male,Shoes,Footwear,Summer,3.1,1
48,Male,Scarf,Accessories,Spring,2.9,3
40,Male,Sneakers,Footwear,Winter,3.7,2
67,Male,Belt,Accessories,Spring,3.2,0
52,Male,Handbag,Accessories,Spring,3.5,3
22,Male,Handbag,Accessories,Fall,3.0,1
62,Male,Boots,Footwear,Summer,4.1,0
20,Male,Boots,Footwear,Winter,2.9,1
41,Male,Pants,Clothing,Winter,3.8,2
34,Male,Sunglasses,Accessories,Fall,4.1,2
23,Male,Hoodie,Clothing,Spring,4.6,1
32,Male,Shoes,Footwear,Summer,2.5,2
68,Male,Handbag,Accessories,Spring,3.7,0
30,Male,Jacket,Outerwear,Fall,3.8,1
66,Male,Blouse,Clothing,Winter,2.6,0
62,Male,Pants,Clothing,Summer,3.7,0
50,Male,Boots,Footwear,Fall,2.6,3
55,Male,Boots,Footwear,Spring,3.1,3
19,Male,Sweater,Clothing,Winter,2.5,1
67,Male,Gloves,Accessories,Winter,4.9,0
18,Male,Socks,Clothing,Winter,4.5,1
58,Male,Jeans,Clothing,Fall,3.4,0
69,Male,Pants,Clothing,Winter,3.9,0
62,Male,Shorts,Clothing,Summer,3.7,0
28,Male,Gloves,Accessories,Fall,2.6,1
53,Male,Sandals,Footwear,Fall,3.4,3
27,Male,Blouse,Clothing,Spring,4.9,1
55,Male,Jacket,Outerwear,Winter,3.9,3
34,Male,Jewelry,Accessories,Winter,3.6,2
25,Male,Hat,Accessories,Spring,4.6,1
66,Male,Socks,Clothing,Spring,4.0,0
57,Male,Handbag,Accessories,Summer,3.6,3
46,Male,Pants,Clothing,Winter,3.5,3
38,Male,Gloves,Accessories,Fall,4.1,2
23,Male,Sweater,Clothing,Spring,3.0,1
42,Male,Hat,Accessories,Summer,4.4,2
25,Male,Dress,Clothing,Spring,4.4,1
55,Male,Pants,Clothing,Winter,3.7,3
62,Male,Coat,Outerwear,Spring,4.8,0
41,Male,Scarf,Accessories,Winter,2.9,2
58,Male,Hoodie,Clothing,Winter,3.1,0
56,Male,Socks,Clothing,Summer,4.0,3
25,Male,Blouse,Clothing,Spring,3.0,1
70,Male,Socks,Clothing,Summer,3.9,0
42,Male,Dress,Clothing,Fall,3.4,2
27,Male,Hoodie,Clothing,Winter,2.7,1
65,Male,T-shirt,Clothing,Spring,3.5,0
62,Male,Hat,Accessories,Winter,3.0,0
62,Male,Boots,Footwear,Winter,4.5,0
52,Male,Jeans,Clothing,Winter,4.1,3
56,Male,Shorts,Clothing,Spring,5.0,3
28,Male,Sandals,Footwear,Fall,4.0,1
39,Male,Sandals,Footwear,Winter,4.9,2
54,Male,Sneakers,Footwear,Spring,3.3,3
30,Male,Hat,Accessories,Fall,4.1,1
45,Male,Coat,Outerwear,Winter,3.6,3
68,Male,Dress,Clothing,Spring,3.0,0
47,Male,Boots,Footwear,Spring,4.1,3
68,Male,Skirt,Clothing,Fall,3.9,0
63,Male,Shirt,Clothing,Spring,4.1,0
20,Male,Shirt,Clothing,Summer,2.8,1
29,Male,Boots,Footwear,Winter,4.8,1
41,Male,Hoodie,Clothing,Winter,4.6,2
52,Male,Sweater,Clothing,Winter,2.5,3
32,Male,Shirt,Clothing,Spring,2.7,2
20,Male,Blouse,Clothing,Fall,4.0,1
47,Male,T-shirt,Clothing,Spring,2.7,3
23,Male,Jacket,Outerwear,Winter,2.9,1
43,Male,Jewelry,Accessories,Spring,3.0,2
67,Male,Hoodie,Clothing,Fall,3.3,0
70,Male,Jewelry,Accessories,Spring,4.3,0
35,Male,Sandals,Footwear,Winter,4.4,2
41,Male,Jeans,Clothing,Spring,4.1,2
54,Male,Hat,Accessories,Spring,3.1,3
55,Male,Sweater,Clothing,Fall,4.5,3
51,Male,Boots,Footwear,Spring,4.8,3
19,Male,Blouse,Clothing,Spring,5.0,1
28,Male,Shorts,Clothing,Fall,2.8,1
63,Male,Hoodie,Clothing,Fall,3.7,0
30,Male,Pants,Clothing,Winter,4.4,1
29,Male,Belt,Accessories,Spring,4.5,1
24,Male,Shirt,Clothing,Winter,3.0,1
69,Male,Shirt,Clothing,Winter,3.9,0
65,Male,Dress,Clothing,Spring,3.9,0
64,Male,Gloves,Accessories,Fall,3.5,0
40,Male,Gloves,Accessories,Winter,4.9,2
24,Male,Jeans,Clothing,Winter,3.4,1
66,Male,Belt,Accessories,Winter,4.1,0
35,Male,Jacket,Outerwear,Fall,2.9,2
67,Male,Skirt,Clothing,Spring,3.4,0
69,Male,Sandals,Footwear,Spring,3.2,0
26,Male,Belt,Accessories,Summer,3.9,1
23,Male,Sweater,Clothing,Fall,4.1,1
27,Male,Shirt,Clothing,Summer,4.5,1
30,Male,Sneakers,Footwear,Fall,2.8,1
48,Male,Jeans,Clothing,Spring,2.8,3
44,Male,Sandals,Footwear,Summer,4.6,2
29,Male,Pants,Clothing,Summer,3.0,1
29,Male,Belt,Accessories,Fall,3.6,1
67,Male,T-shirt,Clothing,Spring,4.5,0
42,Male,Shirt,Clothing,Fall,5.0,2
23,Male,Sneakers,Footwear,Fall,2.9,1
34,Male,Blouse,Clothing,Summer,3.1,2
64,Male,Backpack,Accessories,Spring,4.0,0
31,Male,Pants,Clothing,Spring,4.5,1
54,Male,Sweater,Clothing,Winter,4.5,3
23,Male,Coat,Outerwear,Summer,3.1,1
59,Male,Dress,Clothing,Summer,4.4,0
32,Male,Blouse,Clothing,Summer,4.7,2
43,Male,Hoodie,Clothing,Winter,3.1,2
32,Male,Shoes,Footwear,Fall,4.2,2
66,Male,T-shirt,Clothing,Winter,3.0,0
70,Male,Shoes,Footwear,Summer,2.6,0
42,Male,Boots,Footwear,Summer,3.4,2
56,Male,Shorts,Clothing,Spring,4.2,3
28,Male,Belt,Accessories,Spring,4.6,1
28,Male,Pants,Clothing,Spring,2.8,1
52,Male,Shorts,Clothing,Spring,2.7,3
65,Male,Sunglasses,Accessories,Spring,4.0,0
56,Male,Hat,Accessories,Fall,3.1,3
59,Male,T-shirt,Clothing,Winter,3.7,0
23,Male,Pants,Clothing,Winter,4.0,1
58,Male,Shorts,Clothing,Spring,4.6,0
39,Male,Jewelry,Accessories,Summer,3.8,2
28,Male,Backpack,Accessories,Summer,3.5,1
40,Male,Shoes,Footwear,Spring,4.6,2
52,Male,Coat,Outerwear,Winter,2.8,3
37,Male,Sweater,Clothing,Winter,3.7,2
70,Male,Gloves,Accessories,Fall,3.3,0
30,Male,Handbag,Accessories,Fall,2.9,1
38,Male,Socks,Clothing,Spring,3.2,2
66,Male,Hoodie,Clothing,Spring,4.3,0
29,Male,Pants,Clothing,Winter,2.7,1
46,Male,Coat,Outerwear,Spring,4.2,3
56,Male,Boots,Footwear,Fall,4.8,3
23,Male,Sneakers,Footwear,Spring,4.8,1
37,Male,Sweater,Clothing,Spring,3.4,2
56,Male,Handbag,Accessories,Winter,2.6,3
36,Male,Belt,Accessories,Winter,5.0,2
40,Male,Belt,Accessories,Fall,4.4,2
26,Male,Hoodie,Clothing,Fall,2.9,1
57,Male,Sunglasses,Accessories,Summer,3.4,3
68,Male,Sneakers,Footwear,Spring,3.4,0
56,Male,T-shirt,Clothing,Fall,4.9,3
40,Male,Dress,Clothing,Fall,3.6,2
44,Male,Hoodie,Clothing,Winter,3.0,2
44,Male,Sweater,Clothing,Summer,3.9,2
19,Male,Belt,Accessories,Spring,3.2,1
21,Male,Socks,Clothing,Spring,3.2,1
31,Male,Sunglasses,Accessories,Fall,4.3,1
30,Male,Coat,Outerwear,Summer,2.8,1
65,Male,Hat,Accessories,Spring,4.5,0
39,Male,Pants,Clothing,Winter,4.1,2
64,Male,Backpack,Accessories,Spring,3.6,0
59,Male,Shorts,Clothing,Summer,3.0,0
49,Male,Jacket,Outerwear,Spring,4.0,3
24,Male,Backpack,Accessories,Summer,3.5,1
19,Male,Scarf,Accessories,Spring,2.5,1
27,Male,Hoodie,Clothing,Winter,4.3,1
56,Male,Skirt,Clothing,Fall,2.8,3
49,Male,Dress,Clothing,Fall,3.7,3
41,Male,Coat,Outerwear,Fall,4.3,2
36,Male,Blouse,Clothing,Summer,4.0,2
68,Male,Hat,Accessories,Fall,4.7,0
28,Male,Handbag,Accessories,Winter,4.5,1
45,Male,Belt,Accessories,Fall,3.1,3
60,Male,Belt,Accessories,Fall,3.8,0
21,Male,Shirt,Clothing,Summer,4.9,1
32,Male,Shoes,Footwear,Winter,3.2,2
27,Male,Scarf,Accessories,Summer,2.9,1
40,Male,Pants,Clothing,Spring,2.8,2
64,Male,Blouse,Clothing,Fall,4.0,0
18,Male,Gloves,Accessories,Winter,2.6,1
22,Male,Handbag,Accessories,Fall,2.7,1
42,Male,Sneakers,Footwear,Spring,4.1,2
57,Male,Sandals,Footwear,Spring,5.0,3
33,Male,Sunglasses,Accessories,Spring,3.0,2
37,Male,Jacket,Outerwear,Fall,3.6,2
21,Male,T-shirt,Clothing,Fall,2.8,1
51,Male,Sneakers,Footwear,Winter,4.6,3
30,Male,Shoes,Footwear,Winter,2.9,1
68,Male,Jacket,Outerwear,Winter,4.8,0
36,Male,Scarf,Accessories,Spring,3.3,2
46,Male,Sneakers,Footwear,Fall,4.6,3
41,Male,Jewelry,Accessories,Fall,2.6,2
68,Male,Jacket,Outerwear,Fall,4.0,0
21,Male,Blouse,Clothing,Winter,3.8,1
62,Male,Dress,Clothing,Spring,3.9,0
59,Male,Scarf,Accessories,Fall,2.6,0
25,Male,Hat,Accessories,Summer,4.3,1
53,Male,Blouse,Clothing,Winter,3.6,3
31,Male,Gloves,Accessories,Spring,4.2,1
46,Male,Gloves,Accessories,Spring,3.9,3
26,Male,Coat,Outerwear,Fall,4.7,1
47,Male,Scarf,Accessories,Spring,2.8,3
37,Male,Pants,Clothing,Winter,3.0,2
55,Male,Sunglasses,Accessories,Summer,4.7,3
30,Male,Dress,Clothing,Summer,2.5,1
19,Male,Hat,Accessories,Winter,3.1,1
36,Male,Backpack,Accessories,Fall,3.6,2
23,Male,Sandals,Footwear,Fall,3.5,1
62,Male,Sunglasses,Accessories,Summer,3.1,0
26,Male,Backpack,Accessories,Spring,3.6,1
36,Male,Jewelry,Accessories,Winter,3.5,2
33,Male,Socks,Clothing,Winter,2.7,2
32,Male,Shirt,Clothing,Spring,3.6,2
56,Male,Handbag,Accessories,Spring,4.5,3
58,Male,Blouse,Clothing,Winter,4.1,0
34,Male,Backpack,Accessories,Spring,4.2,2
61,Male,Hat,Accessories,Summer,4.0,0
48,Male,Skirt,Clothing,Summer,2.8,3
25,Male,Shorts,Clothing,Summer,2.6,1
51,Male,Blouse,Clothing,Fall,2.7,3
29,Male,Socks,Clothing,Summer,4.5,1
54,Male,Belt,Accessories,Winter,3.7,3
48,Male,Boots,Footwear,Summer,3.4,3
62,Male,Shorts,Clothing,Spring,4.6,0
18,Male,Shirt,Clothing,Summer,4.1,1
43,Male,Handbag,Accessories,Summer,2.6,2
22,Male,Jeans,Clothing,Summer,4.6,1
68,Male,Dress,Clothing,Spring,3.0,0
44,Male,Dress,Clothing,Fall,3.4,2
51,Male,Sandals,Footwear,Fall,3.5,3
66,Male,Jacket,Outerwear,Fall,3.5,0
59,Male,Coat,Outerwear,Winter,3.7,0
60,Male,Pants,Clothing,Summer,4.8,0
31,Male,Backpack,Accessories,Summer,4.9,1
20,Male,Blouse,Clothing,Summer,4.9,1
24,Male,Skirt,Clothing,Fall,4.7,1
48,Male,Sandals,Footwear,Summer,4.9,3
39,Male,Pants,Clothing,Fall,2.9,2
34,Male,Hat,Accessories,Winter,4.4,2
70,Male,Hoodie,Clothing,Winter,3.2,0
59,Male,Sweater,Clothing,Summer,4.6,0
45,Male,Scarf,Accessories,Fall,4.0,3
35,Male,Sneakers,Footwear,Winter,3.7,2
69,Male,Boots,Footwear,Winter,4.2,0
58,Male,Coat,Outerwear,Spring,2.9,0
25,Male,Boots,Footwear,Summer,4.8,1
27,Male,Sandals,Footwear,Spring,4.4,1
34,Male,Pants,Clothing,Summer,3.4,2
53,Male,Hoodie,Clothing,Spring,2.8,3
58,Male,Sandals,Footwear,Fall,4.2,0
32,Male,Sweater,Clothing,Fall,3.8,2
64,Male,Belt,Accessories,Fall,3.1,0
63,Male,Jeans,Clothing,Summer,3.2,0
23,Male,Hoodie,Clothing,Summer,3.0,1
64,Male,Boots,Footwear,Summer,3.6,0
18,Male,Socks,Clothing,Winter,2.5,1
25,Male,Dress,Clothing,Winter,3.4,1
54,Male,Jacket,Outerwear,Fall,2.5,3
60,Male,Jacket,Outerwear,Spring,4.7,0
36,Male,Boots,Footwear,Winter,3.2,2
66,Male,Sneakers,Footwear,Winter,2.9,0
60,Male,Pants,Clothing,Fall,4.9,0
59,Male,Coat,Outerwear,Spring,2.7,0
58,Male,Shirt,Clothing,Spring,4.7,0
35,Male,Sweater,Clothing,Spring,2.9,2
20,Male,Shoes,Footwear,Winter,4.8,1
70,Male,Boots,Footwear,Fall,4.6,0
54,Male,Sunglasses,Accessories,Summer,5.0,3
38,Male,Sneakers,Footwear,Summer,4.8,2
54,Male,Jewelry,Accessories,Summer,4.9,3
33,Male,Belt,Accessories,Winter,4.6,2
46,Male,Gloves,Accessories,Winter,3.9,3
58,Male,Shorts,Clothing,Summer,4.5,0
30,Male,Jewelry,Accessories,Winter,4.7,1
42,Male,Gloves,Accessories,Fall,3.9,2
28,Male,Jewelry,Accessories,Winter,4.4,1
43,Male,Sandals,Footwear,Spring,3.9,2
31,Male,Jewelry,Accessories,Spring,2.8,1
39,Male,Hat,Accessories,Spring,3.5,2
69,Male,Shorts,Clothing,Fall,4.3,0
31,Male,Sweater,Clothing,Fall,3.9,1
44,Male,Blouse,Clothing,Spring,4.0,2
39,Male,Hat,Accessories,Fall,4.1,2
24,Male,Belt,Accessories,Summer,4.3,1
28,Male,Gloves,Accessories,Summer,4.2,1
48,Male,Coat,Outerwear,Spring,4.0,3
39,Male,Jewelry,Accessories,Fall,3.6,2
64,Male,Skirt,Clothing,Spring,3.3,0
28,Male,Gloves,Accessories,Spring,4.1,1
39,Male,Jewelry,Accessories,Summer,4.7,2
49,Male,Shorts,Clothing,Summer,4.4,3
22,Male,Gloves,Accessories,Spring,3.4,1
25,Male,Sneakers,Footwear,Spring,5.0,1
40,Male,Skirt,Clothing,Summer,4.6,2
23,Male,Hat,Accessories,Winter,4.0,1
24,Male,Jewelry,Accessories,Summer,4.1,1
66,Male,Sneakers,Footwear,Spring,4.9,0
27,Male,Shirt,Clothing,Summer,2.7,1
62,Male,Jacket,Outerwear,Summer,4.5,0
70,Male,Belt,Accessories,Fall,2.7,0
43,Male,T-shirt,Clothing,Spring,3.0,2
45,Male,Jewelry,Accessories,Winter,4.5,3
63,Male,T-shirt,Clothing,Winter,5.0,0
69,Male,Jacket,Outerwear,Spring,3.8,0
59,Male,Sweater,Clothing,Summer,3.1,0
19,Male,Boots,Footwear,Fall,3.4,1
63,Male,Jeans,Clothing,Summer,4.8,0
37,Male,Jeans,Clothing,Spring,2.7,2
37,Male,Pants,Clothing,Summer,3.2,2
50,Male,Jacket,Outerwear,Fall,3.9,3
60,Male,Jacket,Outerwear,Winter,4.2,0
46,Male,Belt,Accessories,Summer,3.0,3
35,Male,Shirt,Clothing,Fall,3.0,2
66,Male,Dress,Clothing,Winter,3.7,0
35,Male,Blouse,Clothing,Spring,4.4,2
20,Male,Dress,Clothing,Summer,4.6,1
55,Male,Blouse,Clothing,Fall,3.0,3
34,Male,Dress,Clothing,Winter,3.6,2
60,Male,Sneakers,Footwear,Winter,3.9,0
22,Male,Socks,Clothing,Spring,4.1,1
26,Male,Shoes,Footwear,Winter,3.9,1
39,Male,Jeans,Clothing,Fall,3.9,2
20,Male,Jeans,Clothing,Winter,4.5,1
57,Male,Gloves,Accessories,Spring,3.4,3
68,Male,Belt,Accessories,Winter,4.1,0
50,Male,Sunglasses,Accessories,Fall,4.9,3
21,Male,Hat,Accessories,Summer,4.4,1
29,Male,Backpack,Accessories,Summer,2.7,1
38,Male,Shorts,Clothing,Spring,4.8,2
54,Male,Socks,Clothing,Summer,3.3,3
22,Male,Socks,Clothing,Summer,4.4,1
29,Male,Belt,Accessories,Winter,4.6,1
41,Male,Jacket,Outerwear,Summer,3.1,2
26,Male,Hat,Accessories,Fall,4.5,1
69,Male,T-shirt,Clothing,Spring,4.0,0
20,Male,Backpack,Accessories,Winter,3.1,1
59,Male,Coat,Outerwear,Spring,3.9,0
63,Male,Backpack,Accessories,Spring,4.5,0
68,Male,Jacket,Outerwear,Winter,4.4,0
50,Male,Shoes,Footwear,Summer,3.6,3
55,Male,Blouse,Clothing,Summer,3.4,3
36,Male,Sandals,Footwear,Fall,4.0,2
18,Male,Sunglasses,Accessories,Summer,2.6,1
68,Male,Shoes,Footwear,Spring,3.2,0
56,Male,Dress,Clothing,Fall,3.2,3
32,Male,Belt,Accessories,Spring,5.0,2
28,Male,Shorts,Clothing,Winter,2.9,1
24,Male,Handbag,Accessories,Winter,2.9,1
59,Male,Blouse,Clothing,Winter,3.5,0
56,Male,Jeans,Clothing,Fall,4.0,3
30,Male,Jewelry,Accessories,Spring,3.9,1
48,Male,Belt,Accessories,Winter,4.9,3
60,Male,Sneakers,Footwear,Summer,3.8,0
46,Male,Hat,Accessories,Summer,3.5,3
69,Male,Dress,Clothing,Summer,3.7,0
19,Male,Sneakers,Footwear,Spring,2.9,1
66,Male,Sunglasses,Accessories,Summer,2.8,0
64,Male,Handbag,Accessories,Summer,3.7,0
54,Male,Blouse,Clothing,Spring,3.0,3
27,Male,Blouse,Clothing,Spring,4.8,1
64,Male,Shorts,Clothing,Winter,2.7,0
43,Male,Shorts,Clothing,Winter,4.5,2
43,Male,Hoodie,Clothing,Fall,2.7,2
27,Male,Backpack,Accessories,Fall,3.5,1
35,Male,Sunglasses,Accessories,Fall,3.5,2
43,Male,Scarf,Accessories,Fall,4.5,2
57,Male,Hat,Accessories,Winter,3.8,3
50,Male,Scarf,Accessories,Summer,3.8,3
37,Male,Scarf,Accessories,Winter,3.2,2
68,Male,Pants,Clothing,Fall,4.3,0
22,Male,Backpack,Accessories,Summer,4.5,1
58,Male,Sunglasses,Accessories,Fall,4.2,0
48,Male,Sneakers,Footwear,Winter,3.0,3
30,Male,Backpack,Accessories,Spring,4.1,1
51,Male,Sneakers,Footwear,Spring,4.6,3
20,Male,Skirt,Clothing,Summer,2.9,1
30,Male,Pants,Clothing,Winter,4.8,1
28,Male,Jewelry,Accessories,Winter,4.5,1
37,Male,Skirt,Clothing,Summer,3.4,2
36,Male,T-shirt,Clothing,Summer,4.3,2
18,Male,Skirt,Clothing,Spring,4.2,1
52,Male,Shirt,Clothing,Spring,3.6,3
56,Male,Dress,Clothing,Spring,3.7,3
68,Male,Boots,Footwear,Spring,4.0,0
62,Male,Pants,Clothing,Winter,4.9,0
35,Male,Jacket,Outerwear,Summer,3.1,2
65,Male,Sneakers,Footwear,Summer,3.7,0
69,Male,Jewelry,Accessories,Fall,4.2,0
28,Male,Belt,Accessories,Spring,2.5,1
37,Male,Scarf,Accessories,Summer,4.3,2
41,Male,Blouse,Clothing,Spring,3.1,2
37,Male,Sweater,Clothing,Fall,3.0,2
25,Male,Boots,Footwear,Fall,4.0,1
41,Male,Socks,Clothing,Summer,3.5,2
48,Male,Belt,Accessories,Winter,3.2,3
42,Male,Sneakers,Footwear,Summer,2.7,2
54,Male,Jeans,Clothing,Winter,3.0,3
18,Male,Skirt,Clothing,Winter,2.9,1
56,Male,Shoes,Footwear,Summer,3.3,3
61,Male,Dress,Clothing,Spring,4.9,0
40,Male,Handbag,Accessories,Summer,3.7,2
34,Male,Backpack,Accessories,Spring,3.5,2
42,Male,Jewelry,Accessories,Fall,4.7,2
43,Male,Hat,Accessories,Winter,2.6,2
47,Male,Jewelry,Accessories,Fall,4.1,3
48,Male,Shirt,Clothing,Winter,2.8,3
20,Male,Boots,Footwear,Spring,4.7,1
65,Male,Shirt,Clothing,Spring,2.9,0
54,Male,Sunglasses,Accessories,Winter,2.8,3
23,Male,Shorts,Clothing,Summer,4.3,1
18,Male,Sweater,Clothing,Summer,4.8,1
70,Male,Belt,Accessories,Winter,3.4,0
55,Male,T-shirt,Clothing,Spring,4.3,3
49,Male,Shorts,Clothing,Fall,2.7,3
26,Male,Sandals,Footwear,Fall,4.6,1
33,Male,Shirt,Clothing,Fall,4.1,2
20,Male,Socks,Clothing,Spring,3.4,1
41,Male,Pants,Clothing,Winter,4.5,2
18,Male,Skirt,Clothing,Summer,4.4,1
26,Male,Jewelry,Accessories,Summer,4.0,1
30,Male,T-shirt,Clothing,Summer,3.4,1
64,Male,Jewelry,Accessories,Fall,3.2,0
26,Male,Hat,Accessories,Spring,3.4,1
43,Male,Blouse,Clothing,Winter,4.3,2
63,Male,Sandals,Footwear,Summer,5.0,0
57,Male,Handbag,Accessories,Winter,3.5,3
25,Male,Hat,Accessories,Winter,3.1,1
68,Male,Scarf,Accessories,Summer,3.9,0
31,Male,Shorts,Clothing,Winter,4.0,1
64,Male,Backpack,Accessories,Summer,3.5,0
38,Male,Sweater,Clothing,Winter,3.6,2
34,Male,Skirt,Clothing,Winter,3.0,2
32,Male,Sneakers,Footwear,Summer,2.6,2
69,Male,Sunglasses,Accessories,Winter,2.9,0
45,Male,Dress,Clothing,Winter,3.1,3
35,Male,Blouse,Clothing,Spring,3.3,2
63,Male,Shoes,Footwear,Summer,2.9,0
65,Male,Sweater,Clothing,Summer,3.9,0
35,Male,Gloves,Accessories,Summer,4.7,2
54,Male,Socks,Clothing,Spring,4.4,3
28,Male,Coat,Outerwear,Summer,3.6,1
68,Male,Sunglasses,Accessories,Summer,3.2,0
58,Male,Boots,Footwear,Fall,4.0,0
35,Male,Dress,Clothing,Spring,3.5,2
68,Male,Jacket,Outerwear,Spring,4.6,0
41,Male,Gloves,Accessories,Summer,3.3,2
65,Male,Scarf,Accessories,Spring,4.0,0
50,Male,Hoodie,Clothing,Summer,3.4,3
18,Male,Coat,Outerwear,Spring,4.2,1
38,Male,Scarf,Accessories,Summer,3.9,2
68,Male,Coat,Outerwear,Summer,3.9,0
53,Male,Scarf,Accessories,Summer,2.8,3
58,Male,Handbag,Accessories,Summer,3.7,0
34,Male,Boots,Footwear,Summer,4.9,2
36,Male,Pants,Clothing,Summer,2.6,2
58,Male,T-shirt,Clothing,Summer,4.9,0
60,Male,Scarf,Accessories,Winter,3.4,0
59,Male,Coat,Outerwear,Winter,3.9,0
65,Male,Sweater,Clothing,Summer,4.0,0
31,Male,Belt,Accessories,Winter,3.0,1
43,Male,Belt,Accessories,Spring,2.6,2
37,Male,Sweater,Clothing,Spring,3.2,2
21,Male,Blouse,Clothing,Spring,2.6,1
69,Male,Skirt,Clothing,Spring,3.2,0
32,Male,Jewelry,Accessories,Spring,4.1,2
53,Male,Gloves,Accessories,Fall,3.9,3
59,Male,T-shirt,Clothing,Winter,4.1,0
64,Male,Gloves,Accessories,Summer,2.7,0
63,Male,Sunglasses,Accessories,Winter,4.6,0
43,Male,Shirt,Clothing,Summer,3.5,2
19,Male,Handbag,Accessories,Spring,5.0,1
40,Male,Jacket,Outerwear,Fall,3.4,2
51,Male,Skirt,Clothing,Summer,3.1,3
51,Male,Handbag,Accessories,Winter,3.4,3
66,Male,Blouse,Clothing,Summer,4.0,0
42,Male,T-shirt,Clothing,Winter,2.7,2
22,Male,Pants,Clothing,Fall,3.6,1
31,Male,Hoodie,Clothing,Winter,4.0,1
